Datetime,Username,Tranlsated_Tweets,Location,Cleaned_Tweets
2022-04-01 17:07:52+00:00,sartini_ratna,"@sena_mandra @jokowi President Jokowi says the world today is haunted by uncertainty, including economics. The uncertainty said he had triggered the price increase.
https://t.co/a2mgle5vjh","Papua Barat, Indonesia",president jokowi say world today haunted uncertainty including economics uncertainty said triggered price increase
2022-04-01 06:56:16+00:00,heyshahara,Crazy stuff. Month 5 goes up again. The factory price is 😭😭,,crazy stuff month go factory price
2022-04-01 00:41:15+00:00,cikalrambune,"Before the first rose to RP 12.500, Dexlite was up 2x in 1-2 months ..
From 9700 to 12400, then go up to 13250 ...
It is hard to dexlite, it is expensive, it is the only thing that sends things like something like 🥲 https://t.co/GGB54XKMQO","Kalimantan Barat, Indonesia",first rose rp dexlite x month go hard dexlite expensive thing sends thing like something like
2022-04-01 00:05:02+00:00,yatttt__,The price of goods in JB rose suddenly as the border is open 🥹,"Johor Bahru, Johor",price good jb rose suddenly border open
2022-03-31 23:27:07+00:00,AFPrt,"It's been a while since I've been buying outside, so almost every food shop that doesn't cost it up. Maybe this is told to cook it yourself haha.

Kayak is not comparable to this year's wage rise for commodity all prices go up.","Québec, Canada",since ive buying outside almost every food shop doesnt cost maybe told cook haha kayak comparable year wage rise commodity price go
2022-03-31 15:33:32+00:00,melikapertiwi,"But Maudalah rises to the tax to be 11% of the authenticity of the price of goods going up, so again.","Tegal, Jawa Tengah",maudalah rise tax authenticity price good going
2022-03-31 11:57:18+00:00,BglZigen,"@Oposisicerdas @apostle883 Nah ....! That's exactly my expectation. In Indonesia, if it started to rare something, it indicated that the price of the item would have been the end of it. """,,nah thats exactly expectation indonesia started rare something indicated price item would end
2022-03-31 11:05:26+00:00,JalanAnOnym7,"🤦🏻‍♂️ Solar where woy solar 😪

It's not up to the price.
The things are hard time
@pertamina","Denpasar Timur, Indonesia",solar woy solar price thing hard time
2022-03-31 02:16:35+00:00,arnotsp,"Hardy
Prices rise flood goods",Bandung,hardy price rise flood good
2022-03-30 12:31:48+00:00,anwar_sholihin,"Astaghfirullah, VAT goes up, prices of goods go up, admin marketplace go up, post-economic post-economic pandemi will recover, even back.",Indonesia,astaghfirullah vat go price good go admin marketplace go posteconomic posteconomic pandemi recover even back
2022-03-30 02:55:35+00:00,lorddijaaahx,When I was'. Learning time is there covid? Even want to work part time pounds hard to find it with status as a student again because many covid time has to quit. The price of the pounds goes up. It's a chat.,"Seremban, Negri Sembilan",learning time covid even want work part time pound hard find status student many covid time quit price pound go chat
2022-03-30 00:58:25+00:00,vivikd1985,Every fasting for the price of goods must go up. Can we go down? Monangis Intend Monthly Monthly Money 😭😭😭,galaxy majapahit,every fasting price good must go go monangis intend monthly monthly money
2022-03-29 02:41:05+00:00,ahmad_reformasi,@mkini_bm What do you want to study again? The rate of increase in prices of goods is unbalanced with the minimum wage increase over the years. What is the RM1500?,"Kuala Lumpur, Wilayah Persekut",want study rate increase price good unbalanced minimum wage increase year rm
2022-03-28 13:45:14+00:00,dokter_prima,"All prices jump up, every year almost all prices of goods will go up. One that can be seen as a comparison is gold prices ... used to be the value of the ""Gold Standard""",Jakarta - Indonesia,price jump every year almost price good go one seen comparison gold price used value gold standard
2022-03-28 08:04:07+00:00,RidhwanRafiee_,"See the bill restock the item to cry, the price goes up 😭",🅰️ - Side,see bill restock item cry price go
2022-03-28 01:36:41+00:00,bobsoef,"All prices go up: starch, energy, goods, VAT goes up to 11%, just wait for the last Tariff to follow.

This is the reason why nuclear is important because it is clean, cheap and not interrupted by the volatility of fuel prices. https://t.co/sjviuuwmb2","Jakarta, Indonesia",price go starch energy good vat go wait last tariff follow reason nuclear important clean cheap interrupted volatility fuel price
2022-03-27 00:41:48+00:00,bobsoef,"With the rise of energy prices due to the energy crisis + the Ukrainian crisis as the price of goods and services rise, is it not when the government still gives carbon taxes increasing. The little people will scream.","Jakarta, Indonesia",rise energy price due energy crisis ukrainian crisis price good service rise government still give carbon tax increasing little people scream
2022-03-26 10:24:12+00:00,morasaki12,"He also disagreed with the proposal for PH to join PN to face the BN in the upcoming #GE15.

PH needs to play closer issues with the people such as the issue of rising prices for daily necessities.","Johore, Malaysia",also disagreed proposal ph join pn face bn upcoming ph need play closer issue people issue rising price daily necessity
2022-03-26 09:22:54+00:00,AfindiNoor,"The price of goods is increasingly expensive
Food prices rose 3-4 times more than before
#MENTIERIA ALL MAKE ANYTHING EVERYONE
I guess the dock wants to spend government money with the people's money ...
For high salaries with what allowance, what does the minister do?",Kuala Lumpur Federal Territory,price good increasingly expensive food price rose time make anything everyone guess dock want spend government money people money high salary allowance minister
2022-03-25 00:24:40+00:00,LeeSlimShady,"If you are in general to lower the price of goods, then the opposition will support it. This is how you want to make Sosma, how is @pakatanharapan_ to support? It is best to cancel the MOU, the more supportive the fat, not to help the people.",Earth,general lower price good opposition support want make sosma support best cancel mou supportive fat help people
2022-03-25 00:08:43+00:00,Yamin71680430,Formerly the BBM SBY BBM goes up Mrs. Pura's crying now,,formerly bbm sby bbm go mr puras cry
2022-03-24 03:16:18+00:00,MohammadHaziqh,"All bakeries items go up,","K.L, Malaysia",bakery item go
2022-03-23 04:59:31+00:00,DIDIK_RODENT,@Dedenlg @msaid_didu Answer: Mask overflows due to panic buying so the number of demand increases affects prices and supplays ... Same with. ...,surabaya,answer mask overflow due panic buying number demand increase affect price supplays
2022-03-23 00:53:00+00:00,ZackAvaricious,The price of goods has gone up. Might as well add petrol to the fire.,Flat Earth,price good gone might well add petrol fire
2022-03-22 16:15:52+00:00,hakimlizan,"It can only be stop by govt intervention, and as far as history goes… This govt doesnt do too well control the price of goods up","Johor Bahru, Johor",stop govt intervention far history go govt doesnt well control price good
2022-03-22 01:49:09+00:00,RozmalMalakan,"In fact, many of the Canai bread traders take the attitude of absorbing the increase in prices of goods by maintaining the quality and size of the dough to keep their customers

https://t.co/ldd3jv8vhw","Seremban, Negeri Sembilan",fact many canai bread trader take attitude absorbing increase price good maintaining quality size dough keep customer
2022-03-21 15:50:14+00:00,IrwinSulaiman,Excessive concern when prices of goods can rise to monotheism. https://t.co/IPRTDJMON1,"Kota Serang, Banten",excessive concern price good rise monotheism
2022-03-21 03:39:50+00:00,FaezoR,"The minimum wage goes up, more users will spend.

Consumers can shop, not enough.

Not enough stuff, the price of goods goes up.

In the new economy to recover, it is best to raise a minimum wage in stages or we will experience sudden inflation https://t.co/exvwtxi95k",,minimum wage go user spend consumer shop enough enough stuff price good go new economy recover best raise minimum wage stage experience sudden inflation
2022-03-21 00:26:28+00:00,Nur_Farliana,"Lol years of work has been difficult to have measles as if to wait for a paycheck to 1.5k level. Now enter the 1.5k salary yes, who have worked for years have been quiet because we are exempt. Wait a little longer later announcing the price of the goods ...",Allah's Earth,lol year work difficult measles wait paycheck k level enter k salary yes worked year quiet exempt wait little longer later announcing price good
2022-03-21 00:09:39+00:00,WanieRohim,"After that, when the goods go up the price. Noisy. SIMPLE EXAMPLE: Teacher Kindergarten has to go up. To get the money to pay the Cikgu is from parent. Rizqi's kindergarten was a lot of parents. Even the skit is noisy. Sure how. Confirm he has to raise your fees?","ÜT: 3.039353,101.58562",good go price noisy simple example teacher kindergarten go get money pay cikgu parent rizqis kindergarten lot parent even skit noisy sure confirm raise fee
2022-03-20 23:24:53+00:00,shahrizan_k,"If we want our own salary every year, please expect the price of goods to go up.

These traders also need to raise their workers' salaries and their income, not to absorb whatever losses/costs on our behalf.",Malaysia,want salary every year please expect price good go trader also need raise worker salary income absorb whatever lossescosts behalf
2022-03-20 15:11:19+00:00,rosssyposie,Indeed! The price of goods is still rising,she / her & cats,indeed price good still rising
2022-03-20 10:52:18+00:00,aizat_aziezz,"Ye sir2, the price of the goods is still rising even though x goes up the minimum wage, don't be Palatao, keep it to yourself please",somewhere around petaling jaya,ye sir price good still rising even though x go minimum wage dont palatao keep please
